Year	Month	Day	Hour	air_temp	windspeed	winddir	pressure	humidity	rainfall	fog	AOD
2010	2	12	23	12.49	0.05	358.99	990.54	91.94	535	128	-999
2010	2	13	0	12.19	0.05	358.99	990.35	91.94	535	128	-999
2010	2	13	1	11.85	0.05	358.99	990.93	91.94	535	128	-999
2010	2	13	2	12.1	0.05	358.99	991.72	92.91	535	128	-999
2010	2	13	3	13.37	0.05	358.99	991.91	92.91	535	128	-999
2010	2	13	4	17.08	0.05	358.99	992.2	82.94	535	128	-999
2010	2	13	6	20.55	0.24	214.81	992.4	64.96	535	128	-999
2010	2	13	7	21.68	0.54	182.55	991.32	60.95	535	128	-999
2010	2	13	9	23.19	0.15	132.7	989.27	60.95	535	128	-999
2010	2	13	10	22.56	0.05	358.99	988.78	63.98	535	128	-999
2010	2	13	11	21.97	0.05	358.99	988.59	64.96	535	128	-999
2010	2	13	12	20.45	0.05	358.99	988.29	72.97	535	128	-999
2010	2	13	13	18.79	0.05	358.99	988.59	76.98	535	128	-999
2010	2	13	14	18.26	0.05	255.87	988.78	77.96	535	128	-999
2010	2	13	15	17.28	0.05	181.57	989.17	78.93	535	128	-999
2010	2	13	16	16.98	0.15	246.58	989.66	80.99	535	128	-999
2010	2	13	17	16.25	0.44	229.96	989.47	79.91	535	128	-999
2010	2	13	18	15.47	0.24	216.76	989.47	80.99	535	128	-999
2010	2	13	19	14.39	0.05	358.99	989.17	80.99	535	128	-999
2010	2	13	20	13.95	0.24	201.61	989.08	80.99	535	128	-999
2010	2	13	21	13.07	0.24	267.6	988.78	80.99	535	128	-999
2010	2	13	22	12.49	0.15	236.8	988.29	80.99	535	128	-999
2010	2	13	23	12.1	0.44	198.68	988.39	80.99	535	128	-999
2010	2	14	0	11.27	0.05	154.69	988.59	82.94	535	128	-999
2010	2	14	1	11.56	0.44	203.57	988.98	82.94	535	128	-999
2010	2	14	2	11.56	0.15	185	989.17	82.94	535	128	-999
2010	2	14	3	13.27	1.03	206.99	990.05	78.93	535	128	-999
2010	2	14	4	16.98	0.64	196.73	990.25	68.96	535	128	-999
2010	2	14	5	18.7	0.24	228.98	990.54	60.95	535	128	-999
2010	2	14	6	20.16	0.73	210.9	990.25	53.91	535	128	-999
2010	2	14	7	20.45	1.71	165.93	989.47	45.99	535	128	-999
2010	2	14	8	21.77	0.73	223.61	988.49	41.98	535	128	-999
2010	2	14	9	22.56	1.12	205.52	987.71	41.98	535	128	-999
2010	2	14	10	22.17	0.54	275.9	987.12	44.92	535	128	-999
2010	2	14	11	20.89	1.12	248.53	987.12	46.97	535	128	-999
2010	2	14	12	19.48	0.44	252.93	987.12	50.98	535	128	-999
2010	2	14	13	17.18	0.05	358.99	987.41	63.98	535	128	-999
2010	2	14	14	15.18	0.05	358.99	988.2	71.99	535	128	-999
2010	2	14	15	13.95	0.05	358.99	988.59	76.98	535	128	-999
2010	2	14	16	12.98	0.05	358.99	988.69	79.91	535	128	-999
2010	2	14	17	12.1	0.05	358.99	988.59	81.96	535	128	-999
2010	2	14	18	11.56	0.05	358.99	988.49	85	535	128	-999
2010	2	14	19	10.97	0.05	358.99	988.1	85.97	535	128	-999
2010	2	14	20	10.78	0.05	358.99	988.1	87.93	535	128	-999
2010	2	14	21	10.68	0.05	358.99	987.61	87.93	535	128	-999
2010	2	14	22	10.39	0.05	358.99	986.73	88.91	535	128	-999
2010	2	14	23	10.48	0.05	358.99	986.83	89.98	535	128	-999
2010	2	15	0	10.78	0.05	358.99	987.32	89.98	535	128	-999
2010	2	15	2	10.68	0.05	358.99	988.78	90.96	535	128	-999
2010	2	15	3	13.66	0.05	358.99	989.17	91.94	535	128	-999
2010	2	15	4	15.37	0.05	358.99	990.25	80.99	535	128	-999
2010	2	15	5	15.96	0.34	60.85	990.35	76.98	535	128	-999
2010	2	15	6	18.35	0.83	100.93	990.15	60.95	535	128	-999
2010	2	15	7	18.26	0.05	344.82	989.66	58.99	535	128	-999
2010	2	15	8	18.99	0.24	286.66	988.78	59.97	535	128	-999
2010	2	15	9	19.57	0.44	169.84	987.81	61.93	535	128	-999
2010	2	15	10	19.87	0.05	196.73	987.12	59.97	535	128	-999
2010	2	15	13	16.59	0.05	358.99	987.61	67.99	535	128	-999
2010	2	15	14	15.27	0.05	358.99	988.29	73.95	535	128	-999
2010	2	15	15	13.95	0.05	358.99	988.78	77.96	535	128	-999
2010	2	15	16	13.56	0.05	358.99	989.37	81.96	535	128	-999
2010	2	15	18	12.49	0.05	358.99	989.47	85	535	128	-999
2010	2	15	19	12.19	0.05	358.99	989.66	85.97	535	128	-999
2010	2	15	20	11.75	0.05	358.99	989.08	86.95	535	128	-999
2010	2	15	21	12.19	0.05	358.99	989.08	88.91	535	128	-999
2010	2	15	22	11.85	0.05	358.99	988.88	87.93	535	128	-999
2010	2	15	23	11.07	0.05	358.99	989.08	88.91	535	128	-999
2010	2	16	0	11.17	0.05	358.99	988.98	90.96	535	128	-999
2010	2	16	1	10.78	0.05	358.99	989.86	90.96	535	128	-999
2010	2	16	2	10.58	0.05	358.99	990.35	91.94	535	128	-999
2010	2	16	3	12.68	0.05	358.99	991.03	92.91	535	128	-999
2010	2	16	4	17.86	0.24	246.58	991.52	72.97	535	128	-999
2010	2	16	5	20.7	0.05	17.84	991.72	55.96	535	128	-999
2010	2	16	6	22.46	0.05	305.72	991.32	48.92	535	128	-999
2010	2	16	7	23.68	0.05	142.96	990.25	45.99	535	128	-999
2010	2	16	8	24.17	0.34	195.75	989.27	40.91	535	128	-999
2010	2	16	9	24.95	0.44	212.85	988.49	39.93	535	128	-999
2010	2	16	10	24.17	0.05	231.92	988.1	42.96	535	128	-999
2010	2	16	11	23.19	0.15	244.62	987.71	45.99	535	128	-999
2010	2	16	12	21.38	0.05	358.99	987.81	51.96	535	128	-999
2010	2	16	13	18.6	0.05	358.99	988.29	61.93	535	128	-999
2010	2	16	14	15.86	0.05	358.99	988.69	67.99	535	128	-999
2010	2	16	15	14.3	0.05	358.99	989.27	68.96	535	128	-999
2010	2	16	17	12.98	0.05	358.99	989.76	66.91	535	128	-999
2010	2	16	18	12.39	0.05	358.99	989.66	68.96	535	128	-999
2010	2	16	19	11.85	0.05	358.99	989.76	68.96	535	128	-999
2010	2	16	20	11.46	0.05	358.99	989.47	71.99	535	128	-999
2010	2	16	21	11.07	0.05	358.99	989.27	73.95	535	128	-999
2010	2	16	22	10.97	0.05	358.99	989.08	78.93	535	128	-999
2010	2	16	23	13.47	0.05	358.99	989.37	67.99	535	128	-999
2010	2	17	0	13.37	0.24	188.91	989.76	64.96	535	128	-999
2010	2	17	1	12.59	1.12	220.67	990.35	73.95	535	128	-999
2010	2	17	2	11.85	0.93	148.83	991.32	82.94	535	128	-999
2010	2	17	3	12.68	0.73	136.61	991.91	85	535	128	-999
2010	2	17	4	13.37	1.12	178.64	992.79	83.92	535	128	-999
2010	2	17	5	15.18	0.83	161.53	993.28	78.93	535	128	-999
2010	2	17	6	17.38	0.83	190.86	993.08	67.99	535	128	-999
2010	2	17	7	19.28	1.32	174.73	992.4	62.9	535	128	-999
2010	2	17	8	20.36	1.12	187.93	991.52	54.99	535	128	-999
2010	2	17	9	20.8	0.83	210.9	990.35	50.98	535	128	-999
2010	2	17	10	20.55	1.42	204.55	989.66	45.99	535	128	-999
2010	2	17	11	19.67	1.81	201.61	989.66	43.94	535	128	-999
2010	2	17	12	18.26	0.93	220.67	989.86	43.94	535	128	-999
2010	2	17	13	16.59	0.73	213.83	990.25	44.92	535	128	-999
2010	2	17	14	15.57	0.24	222.63	990.64	45.99	535	128	-999
2010	2	17	15	14.3	0.05	358.99	991.03	51.96	535	128	-999
2010	2	17	16	13.17	0.05	358.99	991.23	56.94	535	128	-999
2010	2	17	17	12.88	0.15	256.84	991.13	58.99	535	128	-999
2010	2	17	18	13.27	0.05	207.97	991.13	57.92	535	128	-999
2010	2	17	19	13.27	0.83	215.79	990.84	56.94	535	128	-999
2010	2	17	20	13.17	0.64	182.55	990.64	57.92	535	128	-999
2010	2	17	21	12.78	0.64	172.78	990.05	59.97	535	128	-999
2010	2	17	22	12.49	0.73	183.53	989.27	66.91	535	128	-999
2010	2	18	0	11.46	0.83	181.57	988.98	70.92	535	128	-999
2010	2	18	1	10.87	0.54	204.55	989.27	74.93	535	128	-999
2010	2	18	2	10.87	0.34	222.63	989.76	76.98	535	128	-999
2010	2	18	3	12.68	0.64	191.84	990.15	71.99	535	128	-999
2010	2	18	4	16.15	2.49	220.67	990.44	59.97	535	128	-999
2010	2	18	5	19.28	0.93	218.72	990.64	51.96	535	128	-999
2010	2	18	6	21.77	1.03	166.91	990.15	42.96	535	128	-999
2010	2	18	7	21.87	1.12	195.75	989.37	35.92	535	128	-999
2010	2	18	8	22.9	1.52	187.93	988.69	32.99	535	128	-999
2010	2	18	9	22.46	1.61	234.85	987.81	30.94	535	128	-999
2010	2	18	10	22.56	1.12	207.97	987.41	33.97	535	128	-999
2010	2	18	11	21.77	1.22	202.59	987.61	30.94	535	128	-999
2010	2	18	12	20.36	1.12	222.63	987.71	35.92	535	128	-999
2010	2	18	13	18.6	0.44	218.72	988.2	42.96	535	128	-999
2010	2	18	14	16.15	0.05	358.99	988.39	51.96	535	128	-999
2010	2	18	15	16.25	0.05	358.99	989.37	52.93	535	128	-999
2010	2	18	16	15.47	0.05	146.87	989.86	54.99	535	128	-999
2010	2	18	17	14.49	0.05	358.99	990.05	59.97	535	128	-999
2010	2	18	18	14.78	0.05	358.99	990.25	58.99	535	128	-999
2010	2	18	19	14.49	0.34	220.67	990.05	57.92	535	128	-999
2010	2	18	20	12.98	0.05	358.99	990.15	60.95	535	128	-999
2010	2	18	21	11.75	0.05	358.99	990.05	65.93	535	128	-999
2010	2	18	22	12.19	0.05	218.72	989.86	66.91	535	128	-999
2010	2	18	23	11.56	0.05	358.99	989.76	68.96	535	128	-999
2010	2	19	0	10.87	0.05	358.99	990.05	71.99	535	128	-999
2010	2	19	1	10.78	0.05	64.76	990.54	72.97	535	128	-999
2010	2	19	2	11.56	0.73	116.57	991.23	72.97	535	128	-999
2010	2	19	3	13.56	0.54	133.68	991.81	65.93	535	128	-999
2010	2	19	4	17.57	0.54	175.71	992.69	52.93	535	128	-999
2010	2	19	5	19.77	0.44	137.59	992.69	44.92	535	128	-999
2010	2	19	6	21.58	1.42	120.97	992.4	39.93	535	128	-999
2010	2	19	7	22.46	0.54	212.85	991.62	40.91	535	128	-999
2010	2	19	8	23.09	0.54	226.54	990.74	38.95	535	128	-999
2010	2	19	9	23.68	0.64	187.93	989.86	31.92	535	128	-999
2010	2	19	10	23.97	1.12	187.93	989.27	32.99	535	128	-999
2010	2	19	11	22.26	0.83	211.88	988.98	35.92	535	128	-999
2010	2	19	12	20.99	0.54	217.74	988.69	39.93	535	128	-999
2010	2	19	13	18.7	0.05	358.99	989.17	48.92	535	128	-999
2010	2	19	14	16.79	0.15	223.61	989.57	57.92	535	128	-999
2010	2	19	15	15.96	0.05	358.99	990.25	61.93	535	128	-999
2010	2	19	16	15.86	0.05	189.88	990.44	65.93	535	128	-999
2010	2	19	17	15.57	0.05	358.99	990.64	63.98	535	128	-999
2010	2	19	18	14.69	0.05	34.95	990.54	65.93	535	128	-999
2010	2	19	19	14.69	0.05	358.99	990.25	64.96	535	128	-999
2010	2	19	20	12.88	0.05	358.99	990.25	69.94	535	128	-999
2010	2	19	21	13.66	0.24	212.85	989.76	71.99	535	128	-999
2010	2	19	22	13.95	0.34	235.83	989.47	68.96	535	128	-999
2010	2	19	23	13.56	0.44	227.52	989.47	68.96	535	128	-999
2010	2	20	0	13.27	0.24	221.65	989.86	69.94	535	128	-999
2010	2	20	1	12.98	0.64	187.93	990.25	69.94	535	128	-999
2010	2	20	4	18.6	0.93	176.69	991.91	54.99	535	128	-999
2010	2	20	5	21.38	0.24	248.53	992.5	47.95	535	128	-999
2010	2	20	6	23	1.03	208.94	992.01	43.94	535	128	-999
2010	2	20	7	23.19	1.03	165.93	991.42	39.93	535	128	-999
2010	2	20	8	23.97	1.03	213.83	990.64	33.97	535	128	-999
2010	2	20	9	24.56	1.12	195.75	989.76	30.94	535	128	-999
2010	2	20	10	24.95	1.32	237.78	989.08	29.96	535	128	-999
2010	2	20	11	23.68	1.22	198.68	988.88	32.99	535	128	-999
2010	2	20	12	22.46	0.73	221.65	988.88	37.98	535	128	-999
2010	2	20	13	20.55	0.34	221.65	989.08	44.92	535	128	-999
2010	2	20	14	18.89	0.05	157.62	989.66	53.91	535	128	-999
2010	2	20	15	18.16	0.05	134.65	990.15	57.92	535	128	-999
2010	2	20	16	18.06	0.24	187.93	990.74	60.95	535	128	-999
2010	2	20	17	16.4	0.05	358.99	990.25	61.93	535	128	-999
2010	2	20	18	14.98	0.05	358.99	989.96	66.91	535	128	-999
2010	2	20	19	15.57	0.05	179.62	989.47	67.99	535	128	-999
2010	2	20	20	15.86	0.24	169.84	989.17	65.93	535	128	-999
2010	2	20	21	15.27	0.05	115.59	988.78	66.91	535	128	-999
2010	2	20	22	14.98	0.64	140.52	988.49	70.92	535	128	-999
2010	2	20	23	14.49	0.93	204.55	988.39	71.99	535	128	-999
2010	2	21	0	14.49	0.64	186.95	988.1	71.99	535	128	-999
2010	2	21	1	13.95	0.15	166.91	988.69	71.99	535	128	-999
2010	2	21	2	13.66	0.54	198.68	989.27	73.95	535	128	-999
2010	2	21	3	16.25	0.54	140.52	989.96	66.91	535	128	-999
2010	2	21	4	19.57	0.83	183.53	990.15	56.94	535	128	-999
2010	2	21	5	22.26	1.12	154.69	990.05	46.97	535	128	-999
2010	2	21	6	24.36	1.32	143.94	989.66	40.91	535	128	-999
2010	2	21	7	24.85	0.73	189.88	989.17	38.95	535	128	-999
2010	2	21	8	26.08	1.12	204.55	988.39	35.92	535	128	-999
2010	2	21	9	26.76	0.54	227.52	987.51	35.92	535	128	-999
2010	2	21	10	26.56	1.03	226.54	987.02	32.99	535	128	-999
2010	2	21	11	25.78	0.64	205.52	986.83	34.95	535	128	-999
2010	2	21	12	24.56	0.64	219.7	986.83	38.95	535	128	-999
2010	2	21	13	21.58	0.05	358.99	987.51	49.9	535	128	-999
2010	2	21	14	18.7	0.05	358.99	988.2	60.95	535	128	-999
2010	2	21	15	16.79	0.05	358.99	988.98	66.91	535	128	-999
2010	2	21	16	15.96	0.05	358.99	989.37	72.97	535	128	-999
2010	2	21	17	15.37	0.05	358.99	989.27	74.93	535	128	-999
2010	2	21	18	15.08	0.05	358.99	989.47	78.93	535	128	-999
2010	2	21	19	14.3	0.05	358.99	989.47	79.91	535	128	-999
2010	2	21	20	14.2	0.05	358.99	989.37	82.94	535	128	-999
2010	2	21	21	13.76	0.05	358.99	988.98	83.92	535	128	-999
2010	2	22	0	12.19	0.05	358.99	988.69	85.97	535	128	-999
2010	2	22	1	12.19	0.05	358.99	989.66	87.93	535	128	-999
2010	2	22	2	12.1	0.05	358.99	989.66	88.91	535	128	-999
2010	2	22	3	15.37	0.24	111.68	990.05	89.98	535	128	-999
2010	2	22	4	20.7	0.44	241.69	990.25	69.94	535	128	-999
2010	2	22	5	22.46	0.64	211.88	990.05	59.97	535	128	-999
2010	2	22	6	24.27	0.93	98.97	989.37	52.93	535	128	-999
2010	2	22	7	25.39	1.71	96.53	988.78	46.97	535	128	-999
2010	2	22	8	25.78	1.03	116.57	987.41	45.99	535	128	-999
2010	2	22	9	24.76	0.44	134.65	986.14	51.96	535	128	-999
2010	2	22	10	25.68	0.64	138.56	985.65	52.93	535	128	-999
2010	2	22	11	25.49	0.44	222.63	985.26	52.93	535	128	-999
2010	2	22	12	24.36	0.24	85.78	984.97	57.92	535	128	-999
2010	2	22	13	21.97	0.05	358.99	984.87	62.9	535	128	-999
2010	2	22	14	20.26	0.05	358.99	985.85	69.94	535	128	-999
2010	2	22	15	19.09	0.05	358.99	986.34	74.93	535	128	-999
2010	2	22	16	19.57	0.05	358.99	987.12	76.98	535	128	-999
2010	2	22	17	19.28	0.05	358.99	987.02	79.91	535	128	-999
2010	2	22	18	20.8	0.05	106.79	986.93	73.95	535	128	-999
2010	2	22	19	21.97	1.42	119.99	987.12	64.96	535	128	-999
2010	2	22	20	19.18	1.12	173.75	987.12	71.99	535	128	-999
2010	2	22	21	16.79	0.93	98	986.05	82.94	536	128	-999
2010	2	22	22	17.96	0.54	135.63	983.5	68.96	536	128	-999
2010	2	22	23	16.15	0.05	358.99	983.7	77.96	536	128	-999
2010	2	23	0	15.18	0.05	358.99	983.8	81.96	536	128	-999
2010	2	23	1	14.49	0.05	358.99	984.58	85	536	128	-999
2010	2	23	2	14.49	0.05	358.99	985.65	87.93	536	128	-999
2010	2	23	3	17.57	0.15	255.87	986.53	80.99	536	128	-999
2010	2	23	4	20.8	0.73	221.65	986.83	67.99	536	128	-999
2010	2	23	5	22.26	0.54	93.6	986.83	58.99	536	128	-999
2010	2	23	6	23.19	1.03	79.91	986.53	54.99	536	128	-999
2010	2	23	7	23.68	2.39	98	986.05	53.91	536	128	-999
2010	2	23	8	24.66	2.3	98.97	985.17	52.93	536	128	-999
2010	2	23	9	26.27	0.73	208.94	984.48	41.98	536	128	-999
2010	2	23	10	26.08	0.64	218.72	984.09	40.91	536	128	-999
2010	2	23	11	25.29	1.12	114.61	983.99	42.96	536	128	-999
2010	2	23	12	24.27	0.34	140.52	983.9	45.99	536	128	-999
2010	2	23	13	21.58	0.05	358.99	984.58	56.94	536	128	-999
2010	2	23	14	19.77	0.05	358.99	985.26	67.99	536	128	-999
2010	2	23	15	18.79	0.05	358.99	985.75	73.95	536	128	-999
2010	2	23	16	17.96	0.05	358.99	986.14	73.95	536	128	-999
2010	2	23	17	18.5	0.05	358.99	986.05	73.95	536	128	-999
2010	2	23	18	18.16	0.05	358.99	985.65	75.9	536	128	-999
2010	2	23	19	17.86	0.05	358.99	985.46	77.96	536	128	-999
2010	2	23	20	17.18	0.05	358.99	985.07	78.93	536	128	-999
2010	2	23	21	17.38	0.05	358.99	984.68	79.91	536	128	-999
2010	2	23	22	17.08	0.05	358.99	984.48	81.96	536	128	-999
2010	2	23	23	16.15	0.05	358.99	984.19	83.92	536	128	-999
2010	2	24	0	16.15	0.05	358.99	984.29	85.97	536	128	-999
2010	2	24	1	16.06	0.05	358.99	984.68	86.95	536	128	-999
2010	2	24	2	16.15	0.64	261.73	985.36	85	536	128	-999
2010	2	24	3	17.86	0.05	358.99	985.95	79.91	536	128	-999
2010	2	24	4	20.45	0.05	358.99	986.05	71.99	536	128	-999
2010	2	24	5	23.78	0.44	326.74	985.65	61.93	536	128	-999
2010	2	24	6	24.56	1.22	98	985.46	54.99	536	128	-999
2010	2	24	7	24.46	0.93	106.79	985.07	51.96	536	128	-999
2010	2	24	8	26.08	0.44	176.69	984.38	48.92	536	128	-999
2010	2	24	9	26.08	1.32	250	983.8	50.98	536	128	-999
2010	2	24	10	25.78	0.54	234.85	982.82	50.98	536	128	-999
2010	2	24	11	25.2	0.54	195.75	983.02	47.95	536	128	-999
2010	2	24	12	23.78	0.93	255.87	983.7	52.93	536	128	-999
2010	2	24	13	21.77	0.05	358.99	983.8	58.99	536	128	-999
2010	2	24	14	21.09	0.24	232.89	984.29	66.91	536	128	-999
2010	2	24	15	20.16	0.05	221.65	985.26	70.92	536	128	-999
2010	2	24	17	18.79	0.05	358.99	986.14	75.9	536	128	-999
2010	2	24	18	18.06	0.05	185.97	986.24	77.96	536	128	-999
2010	2	24	19	17.38	0.05	358.99	986.14	79.91	536	128	-999
2010	2	24	20	17.18	0.15	242.67	986.05	80.99	536	128	-999
2010	2	24	21	16.79	0.05	208.94	986.05	81.96	536	128	-999
2010	2	24	22	16.5	0.05	214.81	985.85	80.99	536	128	-999
2010	2	24	23	16.15	0.34	268.57	985.75	82.94	536	128	-999
2010	2	25	0	15.86	0.15	264.66	985.56	83.92	536	128	-999
2010	2	25	1	15.76	0.05	276.88	985.75	83.92	536	128	-999
2010	2	25	2	16.59	0.54	180.6	986.73	82.94	536	128	-999
2010	2	25	3	18.99	0.83	241.69	987.41	77.96	536	128	-999
2010	2	25	4	21.58	1.22	226.54	988.1	68.96	536	128	-999
2010	2	25	5	23.19	0.83	205.52	988.1	63.98	536	128	-999
2010	2	25	6	24.56	0.83	172.78	987.81	59.97	536	128	-999
2010	2	25	7	24.85	1.03	189.88	987.32	57.92	536	128	-999
2010	2	25	8	26.37	0.64	233.87	986.24	47.95	536	128	-999
2010	2	25	9	26.86	0.73	186.95	985.65	37	536	128	-999
2010	2	25	10	26.66	1.81	230.94	985.46	35.92	536	128	-999
2010	2	25	11	25.68	0.15	185	985.65	41.98	536	128	-999
2010	2	25	12	24.36	0.73	190.86	985.75	48.92	536	128	-999
2010	2	25	13	23.09	0.24	213.83	986.44	55.96	536	128	-999
2010	2	25	14	21.48	0.24	221.65	987.12	63.98	536	128	-999
2010	2	25	15	20.06	0.05	358.99	987.71	68.96	536	128	-999
2010	2	25	17	18.6	0.05	358.99	987.9	75.9	536	128	-999
2010	2	25	18	18.89	0.15	224.58	987.9	76.98	536	128	-999
2010	2	25	19	18.99	0.15	190.86	988.1	76.98	536	128	-999
2010	2	25	20	18.7	0.05	174.73	988.1	76.98	536	128	-999
2010	2	25	21	18.16	0.15	205.52	987.51	76.98	536	128	-999
2010	2	25	22	17.86	0.15	168.87	987.22	76.98	536	128	-999
2010	2	25	23	17.38	0.64	189.88	987.02	77.96	536	128	-999
2010	2	26	0	16.79	0.44	210.9	987.12	79.91	536	128	-999
2010	2	26	1	16.4	0.15	217.74	987.32	79.91	536	128	-999
2010	2	26	2	17.08	0.24	194.77	987.81	79.91	536	128	-999
2010	2	26	3	18.99	0.54	136.61	988.69	74.93	536	128	-999
2010	2	26	4	21.87	1.32	126.83	988.88	66.91	536	128	-999
2010	2	26	12	26.86	0.73	233.87	985.95	37.98	536	128	-999
2010	2	26	13	24.85	0.44	233.87	986.14	42.96	536	128	-999
2010	2	26	14	23.09	0.05	358.99	986.63	52.93	536	128	-999
2010	2	26	15	20.55	0.05	358.99	987.12	61.93	536	128	-999
2010	2	26	16	19.77	0.05	358.99	988.1	64.96	536	128	-999
2010	2	26	17	19.77	0.05	358.99	988.2	67.99	536	128	-999
2010	2	26	18	18.5	0.05	358.99	988.2	70.92	536	128	-999
2010	2	26	19	17.96	0.05	358.99	987.61	71.99	536	128	-999
2010	2	26	20	17.38	0.05	358.99	987.32	73.95	536	128	-999
2010	2	26	21	18.06	0.05	358.99	987.12	71.99	536	128	-999
2010	2	26	22	17.28	0.05	358.99	986.34	75.9	536	128	-999
2010	2	26	23	17.18	0.05	358.99	986.14	74.93	536	128	-999
2010	2	27	0	16.25	0.05	358.99	986.44	78.93	536	128	-999
2010	2	27	1	16.06	0.05	358.99	986.93	81.96	536	128	-999
2010	2	27	2	16.59	0.05	358.99	987.41	81.96	536	128	-999
2010	2	27	3	20.99	0.54	121.95	987.9	70.92	536	128	-999
2010	2	27	4	25.68	0.44	157.62	988.39	52.93	536	128	-999
2010	2	27	5	27.88	0.34	180.6	988.39	37.98	536	128	-999
2010	2	27	6	29.15	0.73	171.8	988.1	34.95	536	128	-999
2010	2	27	7	29.5	0.24	202.59	987.02	30.94	536	128	-999
2010	2	27	8	30.47	0.73	154.69	985.85	27.91	536	128	-999
2010	2	27	9	31.06	0.93	197.7	985.07	28.98	536	128	-999
2010	2	27	10	30.47	0.93	252.93	984.48	31.92	536	128	-999
2010	2	27	11	29.4	0.73	198.68	984.19	34.95	536	128	-999
2010	2	27	13	25.78	0.15	228.98	984.68	48.92	536	128	-999
2010	2	27	14	23.88	0.05	358.99	984.97	56.94	536	128	-999
2010	2	27	15	23.68	0.05	269.55	985.46	55.96	536	128	-999
2010	2	27	16	22.9	0.05	266.62	985.75	60.95	536	128	-999
2010	2	27	17	22.36	0.34	243.65	985.95	61.93	536	128	-999
2010	2	27	18	21.29	0.05	217.74	985.95	66.91	536	128	-999
2010	2	27	19	20.99	0.34	201.61	985.85	66.91	536	128	-999
2010	2	27	20	20.36	0.34	195.75	985.17	68.96	536	128	-999
2010	2	27	21	19.87	0.05	358.99	984.48	67.99	536	128	-999
2010	2	27	22	19.77	0.34	194.77	984.19	69.94	536	128	-999
2010	2	27	23	18.99	0.15	175.71	984.09	72.97	536	128	-999
2010	2	28	0	18.6	0.24	159.58	984.38	73.95	536	128	-999
2010	2	28	1	18.26	0.44	216.76	985.26	74.93	536	128	-999
2010	2	28	2	18.26	0.54	187.93	985.65	75.9	536	128	-999
2010	2	28	3	20.89	0.44	139.54	986.44	69.94	536	128	-999
2010	2	28	4	23.97	0.93	154.69	986.83	55.96	536	128	-999
2010	2	28	5	26.66	0.73	127.81	987.02	48.92	536	128	-999
2010	2	28	7	29.06	1.32	223.61	986.63	40.91	536	128	-999
2010	2	28	8	29.69	2.2	218.72	985.85	37.98	536	128	-999
2010	2	28	9	30.47	0.54	137.59	984.97	32.99	536	128	-999
2010	2	28	10	29.59	1.71	178.64	984.48	33.97	536	128	-999
2010	2	28	11	29.15	0.64	241.69	984.19	38.95	536	128	-999
2010	2	28	12	27.98	0.05	273.95	984.29	44.92	536	128	-999
2010	2	28	14	22.56	0.05	358.99	984.78	60.95	536	128	-999
2010	2	28	15	21.29	0.05	358.99	985.26	67.99	536	128	-999
2010	2	28	16	20.16	0.05	358.99	985.46	70.92	536	128	-999
2010	2	28	17	19.87	0.05	358.99	985.46	74.93	536	128	-999
2010	2	28	18	19.87	0.05	358.99	985.56	75.9	536	128	-999
2010	2	28	19	20.06	0.05	358.99	985.26	75.9	536	128	-999
2010	2	28	20	19.18	0.05	358.99	985.07	77.96	536	128	-999
2010	2	28	21	19.18	0.05	358.99	984.58	79.91	536	128	-999
2010	2	28	22	18.99	0.05	358.99	984.58	81.96	536	128	-999
2010	2	28	23	19.77	0.05	358.99	984.48	76.98	536	128	-999
2010	3	1	0	19.97	0.05	59.87	984.68	76.98	536	128	-999
2010	3	1	1	20.36	0.15	101.91	985.65	73.95	536	128	-999
2010	3	1	2	20.45	0.44	95.55	986.24	72.97	536	128	-999
2010	3	1	3	21.58	0.54	150.78	987.02	69.94	536	128	-999
2010	3	1	4	22.65	1.12	81.87	987.81	65.93	536	128	-999
2010	3	1	5	24.85	0.05	93.6	988.1	59.97	536	128	-999
2010	3	1	10	30.77	0.05	358.99	984.97	37.98	536	128	-999
2010	3	1	11	30.18	0.15	331.62	984.78	38.95	536	128	-999
2010	3	1	12	28.37	0.05	358.99	984.68	45.99	536	128	-999
2010	3	1	13	25.1	0.05	358.99	984.68	51.96	536	128	-999
2010	3	1	14	22.56	0.05	358.99	985.36	61.93	536	128	-999
2010	3	1	15	21.68	0.05	358.99	985.85	66.91	536	128	-999
2010	3	1	16	20.8	0.05	358.99	986.14	69.94	536	128	-999
2010	3	1	17	20.16	0.05	358.99	986.34	71.99	536	128	-999
2010	3	1	18	19.87	0.05	358.99	986.34	75.9	536	128	-999
2010	3	1	19	19.97	0.05	160.56	986.44	74.93	536	128	-999
2010	3	1	20	19.67	0.05	358.99	986.24	74.93	536	128	-999
2010	3	1	21	18.7	0.05	358.99	985.75	77.96	536	128	-999
2010	3	1	22	18.16	0.05	358.99	985.46	79.91	536	128	-999
2010	3	1	23	17.67	0.05	358.99	985.26	81.96	536	128	-999
2010	3	2	0	17.47	0.05	358.99	985.26	83.92	536	128	-999
2010	3	2	1	17.18	0.05	358.99	985.36	85.97	536	128	-999
2010	3	2	2	17.77	0.05	358.99	986.14	86.95	536	128	-999
2010	3	2	3	22.9	0.05	358.99	986.73	79.91	536	128	-999
2010	3	2	4	25.2	1.03	225.56	987.22	66.91	536	128	-999
2010	3	2	5	28.76	0.24	146.87	987.12	58.99	536	128	-999
2010	3	2	6	30.08	0.34	239.74	986.63	49.9	536	128	-999
